33F7CXYXMRWM6OGXJM3U4NTB64	JEAN's the name. <br> <br/> I was born and raised in CALI.
NJ4IEIZQBY25FIG5YVSHC5YQ34	Instead of this being about me why do we not take a moment to honor our great military men and women who protect this great nation. <br> <br/> <br> <br/> Many people do not have the same opinion of our military ,but to me our military men and women take the time to put their lives on hold and join the military and fight for our freedom , <br> <br/> and i think that is the ultimate sacrifice. <br> <br/> BTW do me a favor before you judge me try to get to know me .. <br> <br/> <br> <br/> A special thank you goes out to any country that has helped the U.S. in the military conflicts we are in, because their country has lost heroes just like we have. <br> <br/> watch this video if you love this country <br> <br/> <a href="http://www.starspangledbannerchallenge.com/" rel="nofollow">http://www.starspangledbannerchallenge.c...</a>
NRYAUCNRQ5IM6VSKMCSCGNN3JU	Chloe | 16 | Scotland
NYR6PTHKGCES6BVXJMNND4IVGE	Well im Hayden :)) im not a complicated person, my girlfriend is Brooklynn <33 and i play football, i like playing ps3 and hanging out with my friends. i like the Steelers and Michigan State Spartans, i live in Groveport Ohio. if you have any other questions email me or add me on fb :))
NS5PRNB2X7IHPRNBLRK4T5BQO4	I'm a radiographer here in Oklahoma at present. I'm gonna start writing again as soon as I get out of school. Hope to own a nice house in the country some day. Maybe some horses, too. Or just a mule! Whichever works!
NLKWPBL32BDIT7P5DUQYHEJ3XA	I'm a Indian in the US who loves to figure skate.
NP753MW6FTIZ5BDBWJVAUJMAQA	My name is Cody and I live in Atlanta. I like sports, writing, reading and filming videos. I also like to relax with my friends. I don't dislike school, but I'm not going to say I love it. If you consider me your friend then we probably talk every day. I like to keep a close circle of friends. And for now I'm single.
NYW3KAVB5W4MWNCRXQZUKOH3DU	Hello there! My real name is Samir Ali. I live in Dallas, TX United States. I'm a active user, and I joined for fun and to share my knowledge about wrestling with you all. Also, you can add me as friend if you want. <br> <br/> My all time favourite wrestlers are: <br> <br/> Randy Savage <br> <br/> The Undertaker <br> <br/> The Rock <br> <br/> Triple H <br> <br/> Shawn Michaels <br> <br/> Steve Austin <br> <br/> Chris Jericho <br> <br/> Bret Hart <br> <br/> <br> <br/> My current favourite wrestlers are: <br> <br/> Randy Orton <br> <br/> Brock Lesnar <br> <br/> Cody Rhodes <br> <br/> Wade Barrett <br> <br/> The Miz.
N72PFC5E6BOZ2IRUCBOC5BOXCY	50 year old mom, wife, and teacher living in New Mexico.
NGBUE5IWT6A6SWYONUWPEUBLCI	24 year old (as of June 2008) from Salt Lake. <br> <br/> <br> <br/> I like sandwiches. <br> <br/> <br> <br/> I am neither medical doctor nor robot.
NR67IUXZ2JLVIQ3SPGT6TTBQVY	Im a mother of a 7 week baby he is my life and a wife of a marine he is in iraq right now and I have a dog that gets into everything i mean everthing!!! I have trouble with him he dont listen to me ever he is just really hard headed!! But my baby boy is an angle!!
NRNWLPONRVIUZ2HE74NIH4HMAI	Owner, Unleashed Unlimited Dog Training in Austin, Texas. Check us out at www.unleashedunlimited.com and be sure to check out our blog: www.unleashedunlimited.com/blog
N2DUDUINWTOMFSRO7CDPHFFD7E	Hi , <br> <br/> <br> <br/> My names Tony:] , After splitting from yahoo answers for a while i decided to come back and see if anything had changed , and it hasnt. Im a easy going kinda guy , but i get pissed off with people who are simply minded and ignorant. <br> <br/> <br> <br/> Im 22 , from london! <br> <br/> <br> <br/> Feel free to drop me a email. <br> <br/> <br> <br/> If you've come here to troll me cause i answered one of your questions and you didn't like the answer , feel free to try.
NOJ6CM2CB66OKW6KIGHRH3MJUE	Im a Microbiologist at Leicester Uni, UK, with interests focussed in bacteriology and immunology.
NZNVQYKNCPAHZABJANSPFAT22Q	Just a fourteen year old girl from Australia. Visit my blog: <a href="http://-scoliosisdiaries.tumblr.com" rel="nofollow">http://-scoliosisdiaries.tumblr.com</a>
NQ4WTS3NLRE6BWGLFOQ3TMQIFA	hey , im british and live in near sidari , corfu greece.
N22CPHW32USL6GVNR72OSWXBHU	17 years old, NJ. loves the beach.
N5OLXWCEEW73XA7Q24XF2CBXXA	Ohayo gozimasu^_^ hajimemashite watashi no namae wa RikkuOoO My bad let me speak english Good morning nice to meet you my name is Rikku^_^ <br> <br/> I love Anime ^o^! I plan to be a manga-ka and make lots of manga in the USA and Japan. I want to meet Reiko Yoshida senpai Masashi Kishimoto senpai and Akira Toriyama senpai they are my inspiration along with Utada Hikaru sama and Kanon Wakeshima sama (Well when I go to the Otakon I'll finally meet her ^_^)
NCOR5TCMCBZI6ZARMDLIXVUTOI	My name is Tayo Richards. I am 33 years old, married with 3 children and I live in London. I run my own business as a virtual assistant (VA). <br> <br/> <br> <br/> Simply put, this means that I am able to provide administrative services remotely. I have been a VA off and on since 2002. After my 3rd child and a need to escape office politics, I decided to set up my own business. <br> <br/> <br> <br/> I have gained my experience as a result of having a combination of roles over the past 8 years. This included senior administration, personal assisting roles, team coordination, project or event management and business development coordination. <br> <br/> <br> <br/> I am an advanced Word, PowerPoint & Excel user. I have working knowledge of Lotus notes and Access. I can transcribe audio files and I have a copy typing speed of 60 words per minute.
N3VUOAB5XBIRDBJYYKQFA2DCBM	Hey, I'm William aka B-MiLo <br> <br/> (U can called me WiLL/Bobby) <br> <br/> From: Born & rised in Brooklyn, NY <br> <br/> Race: Asian, specif. Chinese-American <br> <br/> DOB: Oct. 24&25 (Age: 17) <br> <br/> H&E Colorz: Long-dark brown hair (dyed when I like-- PUNK colorz) & brown eyes <br> <br/> Height: approx. 6'1" <br> <br/> Sign: <br> <br/> <E}==\ <br> <br/> ([:SCORPIO)=>==[]} <br> <br/> <E}==/ <br> <br/> <<Ctrl+V the "Scorpio" if U're one>> <br> <br/> Color: Purple 4 Lyfe *Twist-of-Fate, Destiny, The Hardyz, Fearless, Fusion, Intelligence, Neo, & Courageness* <br> <br/> Interests: I luv gurlz & women (age 16-35). I have respect & dignity for all, UNLESS U're betchy/slotty, then srry NOPE. PERSONALITY & APPEARANCES => #1. I'm in luv wit Math (more difficult = more I'm i-Candy wit). An apparel+kixhead. I'm open minded & <3'ed (if u're 1 too, we get along =]). Intelligence = a turn on for me (to gurlz & young ladyz). Might'b courageness outside, BUT I'm sensitive when it comes to tru luv. I <3 music: rap, hiphop, rock, R&B, pop, country, tech; etc. Add me if yall wanna chat q=]x\: \lm/
N5F2TV6NDFK3BZBLDQCKLHQYEI	From Liverpool, England. <br> <br/> Just very inquisitive. <br> <br/> My hates: <br> <br/> People who adopt being Dim as part of their character.
NRC2QZWWJCDW3XQBEXKCPUZU2A	This is kinda wierd, this whole yahoo answers thing. but I supose ill try it. Im attending college somewhere in Iowa. I enjoy basketball, softball, volleyball, golf and track and field. I also draw and write. im a business-advertising, art major and work with computer graphics. when im not drawing, playing sports, or attending classes I skateboard and play guitar with my best friend. I guess thats all the basics there are to know about me. contact me if you wish.
NNVG2N7UKVCENMKJCENTQ3JWQE	i'm 28 and i live in England. I love people who have a fun sense of humour and would like to let people know what a MINGER is!!!
NRJIVNDDPBFXHOXYGGHG6G4CQI	25. Richmond, VA. <br> <br/> Looking to expand my business through young people and entrepreneurs. Interested in building two 6 figure income earners in the next 12 months. -----> www.mykemetzger.com
ND7DJQALHRDIDJG3ULIQIA3SSE	college student in the USA learning italian and studying piano, addicted to HOUSE, md!! infp in jung test, strong preference for people that are good with grammar & spelling...I respect people that do their own research before asking a question on yahoo answers.
NOVFL5BTECRNCBOOMDX4575IEI	Sacramento, CA, USA <br> <br/> Beer Brewer, Trained Chef, Schooled Engineer. <br> <br/> Parent, Lover, Friend, Brother, Son. <br> <br/> <br> <br/> A Gondolier on the stream of consciousness....
NVXKLK6665UJRHO2X5E3VQRVZM	I live in Las Vegas, NV. Recently picked up an AS. of Science in Psychology. As soon as it's feasible I will return to college to continue to pursue my goal of one day becoming a psychiatrist.
N7PI5C4M4GCFUPZ77IK5A5UHDU	Im 17 turning 18 in less than 3 weeks im from San Diego and im on my way to becoming a top boxer. I heart Guns N' Roses Axl Rose is my hero!!!
NBP4JKGTS3H6DSU76XN5I6QNKQ	Uni Student in the UK, hope to join the army. Easy going, but if i've got something to say i'll say it. I accept everyones views and beliefs, its your life you can live it how you want <br> <br/> <br> <br/> 'Life isn't about the destination, its about the Journey'
NVQTWWS3NGHHU5EM65H3HEK2PQ	I m 24 and a doctor working in shimla (india)
NH72Z5BXPXQ6MY2QYQ5KAXXI7Q	I live in Charleston, South Carolina. I have been a volunteer with American Red Cross for 15 years. I was a former pediatric nurse. I have pets. I also take care of senors citizens to keep them in their homes for as long as possible. I love living things, pets, plants and especially people. <br> <br/> When I retire, I do want to go to Africa with the Peace Corp, it has been my dream since I was a child. I actually applied last year and was accepted, but thought that I would have less problems in committing 27 months of my life when I was permanently retired. <br> <br/> I have 2 sons, one son is a doctor, my other son lzives in Florida with his wife..
NX4XAN47FZNW6ZMN2A3ZXMFJWY	im 22 married just moved from illinois back to texas. ne thing else ask. <br> <br/> <br> <br/> myspace.com <br> <br/> /bootiepooter <br> <br/> <br> <br/> check it
NYAYTVM57GADE2UE7ICJJYZZ7Q	im 20 years of age <br> <br/> i live in the boring state indiana <br> <br/> i have been to 9 wwe ppvs, 23 live shows, 27 home shows. i respect wwe and tna and their superstars, heels and faces. i like triple h the best <br> <br/> <br> <br/> WWE > TNA <br> <br/> RAW > SD! <br> <br/> old ECW &gzt; todays ECW <br> <br/> faces > heels
NTBXJORFLLHPSJTSSV3UQJJD5U	Electronics designer & programmer. <br> <br/> Located near Sheffield, England.
NQF6UNB72DSUU3SDNDBZBRYSAQ	I'm a young executive, professor, small business/nonprofit consultant and entrepreneur in Texas. My hobbies include belly dance, figure skating, bible study, and international cultures.
NQEBVRLUC6IEW7FKOIEBTR3Y6Q	A member in first major political party in Sri Lanka. Main opposition party.
N5MMHE2I667XEIKQVPMAYUS5TU	I'm 51, we have one 22 year old son. Have been married to the same wonderful man for 25 years. I'm also a breast cancer survivor! Have a cute (but spoiled) female chocolate lab named Belle. I was born in California, have lived in Montana, Wyoming and Nebraska. I now live in Texas (married a Good ole Texan!)
NGXPJUVJRJTXZ5FACEGG6YNM6Q	Sheffield, England
NEJYPEBLXDI3CHDQWWBBU4O4MI	I'm Leila Alice, and I am a teenager from the gloom that is NJ. But NOT FOR LONG! South Park occupies 100 % of my time/brain cappacity. I love them all so much... I am embarking on a journey to know everything about South Park, and that is my goal in life. Where will it get me? I have no idea. And honestly, I don't care.
NIRNBCPOLHBQWR77VDCX7TXEDQ	I am an Architect and living here in Brighton
NBNMM3WTR5AFIVKPCCFCGE24QU	Retired E-9 with 27 years service. Vietnam vet and father of 4-tour Iraqi War veteran hero.
NV3UWDHHQJ6UG4VYSK4GLKZGN4	Hi there, I changed my cat, puss in boots, cheshire cat etc to Catwoman. <br> <br/> Here's about Me: <br> <br/> I'm pro-life. "A person is a person, no matter how small" ( Dr.seuss' Horton hears a Who and "I noticed everyone who is for abortion, has already been born"--Ronald Reagan) <br> <br/> I am a kid@heart =^-^= <br> <br/> I don't approve of people being gay or gay marriage. (You aren't born that way). It's always suppose to be a man and woman. But we must always love the sinner, hate the sin, and not support the sin. <br> <br/> I made my point on how I do not like or nor support Obama. <br> <br/> Feel free to contact if you like me, it takes a while for me to contact back due to profile. (no hard feelings) <br> <br/> God Bless and Thanks for looking. =^-^=
NGKO4NH4WQE5IAC4D7ZD76FT7I	25 and living single in Savannah,GA
NYLFQBPRRBAETEGORFWBKCINUM	Spurs fan, melter, live in the UK, nearly 20 that's about all you need to know about me
NU5UYTVELOXNDPRFEMQG3ZKW3I	Hey ppul! My name is Tara and I just turned 12! I go to Jr. High and I'm lovin' it! I'm REALLY into webkinz! I have 42!!!!! I also am a HUGE animal lover! My favorite animal is a gorilla! I have 2 wonderful adorable dogs. One has a silky long black coat and her name is Licorice. She kinda looks like a black golden retriever(if you can picture that) and she turns 3 this January. My other dog is a boston terrier and her name is Oreo. She's around 9 yrs old.
KZNBRTQORN3DTTMBKRLZA4EOUA	i like the ohio state buckeyes cleveland cavaliers sonic mario pacman cleveland indians and i'm very good at basketball
KDQTYRL2RL2X6ZNSXM67QCT56A	I am Mariha... I am from Pakistan I truly beleive in love and everything about it ''Love is a many splendid thing. Love lifts us up where we belong. All you need is love! '' A simple I love you means more than money'' and more about me i am a movie watcher for sure i am crazy about moviez... I am more of a simple but sweet girl and the main thing about me is that I am never discussed my feelings with anybody in life... But if i would find true friend who will be able to beleive eyes closed i will surely share my feelings with the person.....Now leave this serious matters I love myself .... I love my friends and My life'z Fantastic there are sumtimes downs but many times ups so i am happy !!! LIFE ROX
KPUKGTKLWPM5XI6ZWSL6QWYRTU	Housewife, one husband, three sons. Live in south-east england. Enjoy reading, TV, films, swimming, sailing, visiting historical places. <br> <br/> <br> <br/> Sorry I can't add you as a contact if you add me, but I seem to have reached my full quota of contacts.
K5VSK4V627ECFFOS44PM5AFYTE	I am a 38 year old woman from England, with two beautiful daughters and a wonderful husband. <br> <br/> <br> <br/> - Sarah
KUTSL2F5LWQ6DNQVRLE3C7RYD4	I'm a 22yr old girl who lives in Wigan, UK. <br> <br/> and thats enough info.
