3INJ4LZC7PNUZNQX4VMS3IK2B4	hi, i love photograpy and live in arkansas. please help answer my questions! ill help answer yours!
NFRAVEIWH3FCSIWK4KJEQTN7TU	name: Cielo A. Leonora <br> <br/> location: Philippines <br> <br/> <br> <br/> ................. ....... IT'S MY TIME............................ <br> <br/> <br> <br/> I KNOW WHO I AM <br> <br/> AND I KNOW WHAT I CAN DO <br> <br/> <br> <br/> I WORKED HARD TO BE WHERE I AM NOW <br> <br/> BUT I ALSO KNOW HOW TO HAVE FUN <br> <br/> <br> <br/> I KNOW HOW TO ENJOY MY LIFE <br> <br/> <br> <br/> I AM HAPPY WITH MYSELF <br> <br/> and I LOVE WHO I AM <br> <br/> <br> <br/> I AM A SELF DRIVEN WOMAN <br> <br/> I KNOW HOW TO get things done <br> <br/> <br> <br/> I LOVE TO REWARD MYSELF <br> <br/> BECAUSE I KNOW I DESERVE IT. <br> <br/> <br> <br/> <br> <br/> anyone having friendster account: view my profile, add, post comment, anything - heavencl_10@yahoo.com.ph <br> <br/> thanks.. take care ya ól..
NEWFBUPMN3W2XSNGBHALZYLCNE	Uhhh... theres a lot of stuff about me... so i cant write it all. <br> <br/> <br> <br/> But i can say that im pretty serious most of the time(if you dont know me). <br> <br/> Soy uno de todos los mexiCan no un mexiCan't.Tengo la sangre Verde, Blanca, y Roja. Pierda o Fracase, Soy 100% Americanista de hueso colorado. <br> <br/> <br> <br/> and if you wanna get to know me just add me up... i guess.
NTFEXI5RWXU4DEHR5VEDS5RIPQ	My name is Macie, i am 25 years old. I am from Arizona. I own two dogs, a 10 month old Rottweiler named Reece and a 14 year old Labrador Retriever named Cloe, they are my children. I am a piercer and tattooist, and i have a part time job at Hooters. I am very secure with myself, but i am in no way conceited. I am opinionated and i will tell you what i think, if it hurts your feelings i am *not* sorry. I am open to discuss everything and anything, any questions you need answered, i will try to answer them as best as i can. No drama or lying please, i do not tolerate either. <br> <br/> I believe that's about it, toodles! <br> <br/> <br> <br/> Feel free to connect to me or message me.
NKKME66UE7FFEMT56R2TBXK26U	I am a 33 year old widow & I have 3 babies, a Pit Bull & two cats. I'm somewhat of a realist and an extremely blunt southern bell (Arkansas). I don't believe in sugar coating......just tell it like it is without going around Sally's house and back. <br> <br/> <br> <br/> If the truth hurts, don't ask! We (southerners) don't believe in lying about it. <br> <br/> <br> <br/> When I got married. <br> <br/> <a href="http://s142.photobucket.com/albums/r115/ashanne_c/?action=view&current=24005724311_0_ALB.jpg" rel="nofollow">http://s142.photobucket.com/albums/r115/...</a> <br> <br/> <br> <br/> Picture of me. <br> <br/> <a href="httpz://s142.photobucket.com/albums/r115/ashanne_c/?action=view&current=Ashley.jpg&t=1224808716748" rel="nofollow">http://s142.photobucket.com/albums/r115/...</a> <br> <br/> <br> <br/> Picture of me & the ex bf. <br> <br/> <a href="http://s142.photobucket.com/albums/r115/ashanne_c/?action=view&current=5-01-08Johnson012.jpg" rel="nofollow">http://s142.photobucket.com/albums/r115/...</a> <br> <br/> <br> <br/> Another picture of me & the ex bf. <br> <br/> http://s142.photobucket.com/albums/r115/ashanne_c/?action=view&current=000_0002.jpg
NJTIPLWJINSCUVRDTSZV4MQBXU	I am Antpe, 21y.o student from Sweden. <br> <br/> My hobby & intrests are travel, training, horse racing, betting and music.
NUJMPUSWRVX6GJUOABTW2E3K44	I am a 51 year old man, married to a beautiful wife named, Rebecca. We have 2 girls and grown son. <br> <br/> I am a disabled veteran from the U.S. Army, presently teaching in college. I have been a Christian since 1977, I invited Jesus into my life in Taegu, South Korea. I have two earned degrees, a B.S. in Bible/Ancient History, and an M.S. in Education. Now I am a professor of philosophy and have applied to pursue a PhD in Philosophy.
NWFCBPFATQ2TVIF6RMGGQ2MB2Q	- I'm a Rastafari ;P <br> <br/> - non-violence, peace, anti-racism - those are my qualities <br> <br/> - Ganja, Herb, Weed, Cali, Chronic, Bud, Purple, Mary Jane, Grass, etc, etc, etc. call it whatever you want but know one thing about it: <br> <br/> It opens up the mind and lets you think and see the unseeable and unthinkable, opens up your talents, makes peace, lets you relax and lets you meditate.
NC4MZPYVW5HSPCWBTL437A4O3A	Hello, my name is Monica, I live in a very nice little city in Northern California, I am a homeschooled highschool student and a faithful Catholic. <br> <br/> <br> <br/> I love visiting Southern California, going to the beach, being warm......ahhhhhh, it's my emement! <br> <br/> <br> <br/> My favorite place to shop is Aeropostale and I enjoy American Eagle also. <br> <br/> <br> <br/> I love eating healthy and exercising, staying fit with the right life style ;D <br> <br/> <br> <br/> My favorite musical artists are Nick Jonas, and Owl City. I love music! It relaxes me and keeps me sane with all the stress of being a student. <br> <br/> <br> <br/> Some of my favorite things: <br> <br/> Reading <br> <br/> Listening to music <br> <br/> Shopping <br> <br/> Cooking and baking <br> <br/> Cleaning ( I don't know why) <br> <br/> Traveling <br> <br/> Hanging out with my friends and family <br> <br/> <br> <br/> I mainly answer in the baby names section and these are my favorite names: <br> <br/> <br> <br/> Boys: <br> <br/> Emmett <br> <br/> Oliver <br> <br/> Brady <br> <br/> Julian <br> <br/> Dominic <br> <br/> Tiegue (Irish- pronounced Teeg) <br> <br/> <br> <br/> Girls: <br> <br/> Camilla <br> <br/> Amelia <br> <br/> Summer <br> <br/> Layla <br> <br/> Eden <br> <br/> Rosalie <br> <br/> Kiera
NVTBHZHWZOJD5WONJNAAGLVAEI	I'm a vegetarian and I love to play video games like the Sims 2, Fallout 3/New Vegas, Call of Duty, and Harvest Moon. Before I die, I want to travel to Africa and Borneo and try my best to help preserve African elephants as well as orangutans. I will die unhappy if I cannot look into the eyes of such amazing animals. I enjoy writing and am in the process of writing a book right now. I am an avid history buff and am especially interested in Roman and Greek history. <br> <br/> <br> <br/> I am also interested in photography and have a deviantart account where I occasionally upload some snapshots: <a href="http://legendwind.deviantart.com/" rel="nofollow">http://legendwind.deviantart.com/</a>
NOHCZBAPLEESOQJWDQQPK3BWJI	Im sometimes shy and down to earth. I also have trouble with guys. Fill free to help! You can also add me to your messanger. Its diamond081693@yahoo.com !
NPA3STLY7NLC2FDBTKM6CZFU5U	I am a happy grandma in South Carolina, a firm believer in positive thinking and goal setting. I write at Squidoo, Hubpages and ezine articles and I love the internet! Don't you?
N5OOBFQ6A3NHOSNK7EBAVHR7OE	Ello, my name is Jamie and I like sports. I love all music but I think rock is the best. I only read if it's a good book. I'm in 6th grade and live in Highland Califorina and go to Beattie Middle School.
NLPAHEA237LPBZ2EM7IRRGOJOM	Retired Hist. Prof. <br> <br/> Taught Milit Hist. <br> <br/> Served during Korean 4 years..E.M. <br> <br/> Living in Costa Rica <br> <br/> Writing story of Evader who made it <br> <br/> <br> <br/> Rumsfeld is desk jocky businessman <br> <br/> Used lives to play with theories
NT37OVTOC3WD5IWHB2NL3P4J6I	3 girls, and granddaughter born 9/21/10. <br> <br/> I have a tabby cat, I live in the US. Lived in Florida for 13 years but now live in PA. I also speak Russian and understand Portuguese and Spanish. I like Movies, TV shows and reading time travel novels, sometime futuristic. I also love to still learn. I am learning STILL, all the time. And I've been FINALLY recently diagnosed with Multiple Sclerosis. (M.S.). [that's still a very good thing in my book, to finally be getting the correct meds and help, NO more attacks, yeah!) <br> <br/> <br> <br/> Talk to me before adding me please.
N3K7YFEPOY3C2JY6U7I443ZMUQ	Heyy, so hmm about me <br> <br/> im 15 live in a gayy ass city in texas,that i WIll <br> <br/> be moving out of as soon as its legal. <br> <br/> im gunna move my ass back to CaLI-FoR-Nia. <br> <br/> so hmm what else should you know?? <br> <br/> i LOVE MUSIC, metal, hard rock, techno. my favourite bands right now are prolly enter shikari, children of bodom, an mindless self indulgence, if you havnt heard any of them you needa go check em all out!! no joke go do it!!!! <br> <br/> hmmm i was born an raised in california an was moved out here against my will. <br> <br/> my birthday is august 27th 1993 <br> <br/> favourite color is purple an thats about all i can think of to put here^_^
N2ELY2S3LYZV52DNL5BRKVD3TE	I am the Grick. I live in the San Francisco bay area and love hockey. I work in logistics for a steel importing company and am close to graduating with my MBA. I also enjoy writing and music composition. End.
NUVSGCISF3RPLLY2ZRKJRO5ZDU	Hi <br> <br/> I am Tricia I am 29. I have brown hair and blue eyes. I have a hubbby named Steven. We have three kids. Our family lives in California. Steven and I have een through many trials in life even as young as we are. We've stuck together for over 7 and a half years. and we are still going strong. Dont get me wroung it aint easy but what you work at you apperciate more
NIDSBM57COL7CB4AHGLC25HL7A	hsan almakzoni, residents in the city of Homs, Syria, <br> <br/> I am almost 30 years old, I love philosophy, and the search for human lineages, my mind did not choose a religion, I am looking <br> <br/> facebook: حسن الأحمد <a href="https://www.facebook.com/almakzoni?ref=tn_tnmn" rel="nofollow">https://www.facebook.com/almakzoni?ref=t...</a> <br> <br/> tel :00963 31 2644031-00963 31 2618602
NJNXWLUPPXSX5B62D7Y4VXIGVU	I have 2 accounts in Yahoo, this one and the other is under the s/n FREEVERSE. I once been hooked up in YAP (Yahoo Answer Philippines) and enjoy for the meantime the yellow badge, but I decided to find better option in spending my time, more into the real world. Now I only come to Yahoo to asked information which I cannot find online or for those that needed a first hand knowledge. <br> <br/> Married with 1 son. Happy and contented. I only entertain real friendship...no BS. <br> <br/> <br> <br/> <br> <br/> ~~Let's make the world a happy and safe place to live... <br> <br/> do your share~~ <br> <br/> <br> <br/> ---freeverse---
NQU6RUHVVJMASRQYDHTBOBHLKY	Let's see what I can squeeze in this little space. <br> <br/> I'm 14 I attend Chavez High in Phx, Az <br> <br/> I'm Bi..:) <br> <br/> I go by Jess <br> <br/> Love Music It's My LIFE! <br> <br/> Have Lots of friends... <br> <br/> <br> <br/> Ask me more about me :)
NCDB7H3KM36O6WYH5DLQWJWYM4	I'm a young-thinking and feeling wife and mother of middle age. I love books, music, movies, nature, pets, and especially my family. One daughter teaches, one takes care of a family, and my son is in a touring rock band. I enjoy hanging out with my family more than anything. I like going to live music shows, and it's important to me to support local bands here in Southern California.
NRTMXL2MN2C6BVIRKUIOYQ3COI	“The creative process is like music which takes root with extraordinary force and rapidity.” <br> <br/> --Pyotr Ilyich Tchaikovsky <br> <br/> <br> <br/> Hi guys! I'm Xenon Vortex. I'm a hobbyist fantasy/science fiction/urban fiction writer and I like reading, playing the violin, swimming, painting, and history. I'm an avid fan of geology, astronomy, environmental science, and medical science. <br> <br/> <br> <br/> I'm also in love with Russia and its history, culture, language, music, art, food, architecture...pretty much everything. My biggest dream is to learn Russian and travel there. Check out my Pinterest: <br> <br/> <a href="http://pinterest.com/TempusVernum/boards/" rel="nofollow">http://pinterest.com/TempusVernum/boards...</a> <br> <br/> <br> <br/> I'm usually in the Books and Authors section. B&A has a vibrant community full of friendly people. Thanks to all the writers, editors, poets, song writers, fan fiction writers, and readers that make it the best section on Y!A.
NMJ2HUKF6EFASKISKRTL3IIJ6A	Hey I'm Abigail! You can call me Abi =) I love anything Twilight or Pirates of the Caribbean!
NNOCAFZO7FUALQ4QDRLQKVZXRA	I live in a small town in Utah. Married for two years now. I'm 21 yrs. old, and expecting. Due April 11 '09 =)
NJWJ7YAVM32IWMY3KD3AH4W3QI	I'm a 20 year old male from Wisconsin. I'm 5'10'' 180ibs. athletic build.
NHWHYZ57X7C7GI5TSFTYFUATAM	I'm 16 years old and I live on the east coast of the United States. I play soccer. I'm a high schooler.
NISFWN5PV6JUPPKMGSOACEPEMQ	well what can I say I have a beautiful baby boy ( I cant belive how big hes getting) who was born on the 9th of May. I absolutly love Adam to bits. I live in scotland and currently am on leave from university where I am studying mental health nursing.
NDHEZX4IGZA5MOSMCXYPMKZTDA	i live in arkansas. and my expertise on answering questions are : cell phones, mp3 players, computers, motorola razr, motorola, love and relationships, hot springs arkansas.
NWDB6Q7PPN5BGLOICLURQ7XNP4	I'm 17. I am very helpful and give informative answers. If I don't your question was rude or silly! =) When I grow up I want to become a pediatrician! I love studying nutrition and fitness! I love life and helping people!!! I live New Jersey...its okay... I guess...! I love the shore here anyhow it was nice "talking" to YOU! Also I keep my answers and questions private! Why...personal privacy, protection, stalkers, and trolls! I never give thumbs down but I love to give thumbs up on great answers =D <br> <br/> <br> <br/> “A journey of a thousand miles begins with a single step.” <br> <br/> <br> <br/> " The man who can drive himself fzarther once the effort gets painful is the man who will win." <br> <br/> <br> <br/> " Success generally depends upon knowing how long it takes to succeed." <br> <br/> <br> <br/> "If you have to do something, you might as well do it with all your strength and all your energy because you have to do it anyway and you might as well feel good with how you did it afterwards." <br> <br/> <br> <br/> <br> <br/> "Think what's not possible and do it!"
